"name","description","salary","publication_date","region_name","employer","main_skills","work_experience","work_schedule","id"
financial data analyst (reconciliation process),"about the job our company is growing rapidly and is looking to fill the role of financial data analyst. if you are looking for an exciting place to work, please take a look at the list of qualifications below. if you don’t fill all of the qualifications, you may still be considered depending on your level of experience. about payler payler is a london-based global fintech business, eastern european roots, with over 10yrs track record in payments processing. we offer a unified platform for all financial operations of a company: multicurrency accounts, local &amp; international payments, payments acceptance, corporate cards, fx and much more. we empower passionate problem-solvers to collaborate, innovate and do their best work. we’re building a diverse and inclusive global team — that’s how we create even better experiences for our merchants and partners. and we need your help. so, join us to build tomorrow, today! we are remote-first, you can be based anywhere.  knowledge and abilities  you have strong written and verbal english (c1) and russian skills to efficiently and effectively communicate with teams you demonstrate full competency with excel you have basic knowledge of sql (as a plus) you have strong analytical skills you are results-oriented you are good-natured, and a generally positive person  ability to  work with large data arrays - big data analytics, extract insights and draw conclusions from data build processes (ex. reconciliation process) from scratch   experience  worked as a data analyst in banking or fintech (is a must) worked in payment startups (is a plus) worked in finance departments (is a plus)  what you will be doing  build reconciliation process from scratch, coordinate with product and tech team to develop internal systems and controls reconcile various payment flows across businesses, collate payment information from multiple sources identify data discrepancies &amp; resolve them, communicate with acquirer and merchant representatives reconcile balances due from/to acquirers and merchants calculate payler’s fee for providing payment services, check your calculations with acquirer&#39;s calculations, deal with discrepancies prepare and issue reconciliation acts and invoices to acquirers and merchants, ensure the balances due are paid on time  the benefits of being with payler  100 % remote from any country in the world a multinational fast-growing and scalable fintech startup in full growth in europe that is always forward-thinking the opportunity to fully immerse yourself in the world of fintech - excellent internal progression opportunities an experienced team composed of diverse and above all nice profiles ",200000,2024-01-21,москва,Payler,microsoft excel,"1-3",удаленная работа,370
ведущий специалист по работе с базами данных,"обязанности:  управление проектом по внедрению power bi; разработка витрин и моделей данных; разработка отчетов и визуализаций; проведение аналитических исследований, генерация и проверка гипотез; презентация подготовленных отчетов.  требования:  опыт работы с olap кубами; навык разработки отчетов и визуализации; опыт в анализе данных, продуктовой или маркетинговой аналитике; опыт работы и внедрения power bi.  условия:  офис в центре москвы; работа в крупном развивающемся холдинге с перспективами профессионального развития; официальное оформление с первого дня; график работы 5/2. ",170000,2024-03-05,москва,"ЭФКО, Управляющая компания","","3-6",полный день,374
аналитик данных,"мы приглашаем в нашу команду внимательного и ответственного аналитика данных! мы предлагаем:  возможности: безграничное поле, где вы можете применить свой опыт, раскрыть свой потенциал в полной мере; достойную заработную плату: оклад + премии, обсуждается с финальным кандидатом. плюшки: соцпакет (дмс со стоматологией + компенсация спорта), подарки для детей сотрудников и автозапчасти по оптовым ценам. развитие: программы внутреннего и внешнего обучения, корпоративная библиотека. комфорт: график с пн по чт с 9:00 до 17:30, в пт с 9:00 до 16:30. яркую корпоративную жизнь: веселые праздники, настольные игры, квизы, корпоративные подарки.  ваши задачи:   написание аналитических записок по результатам ваших исследований.   проведение аналитических исследований в части эффективного использования ресурсов.   построение выводов на базе аналитики для принятия управленческих решений и рекомендаций в бизнес-направления.   анализировать данные, искать аномалии.   работать над выявлением причин отклонения от плановых показателей, участвовать в разработке рекомендаций по их устранению.   для нас важно:   огромный плюс опыт написания и рецензирования научных статей.   аналитическое мышление.   структурированный подход к работе с данными.   знание основ статистики (описательная статистика, корреляционный анализ, стат. значимость и пр.).   понимание требования к данным, необходимым для проведения выбранного анализа (репрезентативность, метрики, чистота).   умение выделить в поставленной задаче правильную гипотезу.   умение проверить гипотезу, выбрать правильный алгоритм, обосновать выбор.   умение интерпретировать результаты возможными причинами и фиксация их выводами.   опыт использования python/sql/excel для анализа данных.  ",60000,2024-03-04,санкт-петербург,MARSHALL,python;sql;анализ данных;аналитическое мышление,"0",полный день,393
аналитик-консультант 1с (удалённо),чем нужно заниматься:   консультирование и обучение пользователей по вопросам работы в системе 1с;   общение с клиентами и внутренними отделами компании;   выполнение задач на участке между бизнес-заказчиками и разработчиками;   написание инструкций;   помощь в настройке функционала системы.   чего мы ждём от кандидата:   опыт работы в 1с от 1 года;   развитые коммуникативные навыки;   аналитический склад ума;   умение работать в режиме многозадачности.   преимуществом будет:   опыт работы в 1c: унф будет преимуществом;   опыт работы в торговых компаниях.   что мы предлагаем:  офис у вас дома (удалённая работа); график 5/2; оплата 60 тысяч рублей (оклад); выплаты 2 раза в месяц; трудоустройство как вам удобно. ,60000,2024-02-22,москва,Wilgood,"1с: предприятие;аналитическое мышление;разработка bi","1-3",удаленная работа,428
аналитик данных,"один из ключевых партнеров центра занятости населения «моя работа» ищет в свою команду аналитика данных. обязанности:  выгрузка данных из ис, создание/ведение отчетов, автоматизация отчетности создание аналитических дaшбoрдов / информационных панелей для планирования деятельности учреждения внедрение инструментов вi подключение вi инструментов к различным источникам данных (еrр системам) проведение обучения сотрудников компаний по использованию приложений мs ехсеl, мs роwеr вi  требования:  релевантный опыт от 2-х лет высшее техническое/экономическое образование умение обрабатывать большой объем информации в excel опыт работы с информационными системами баз данных, знание sql владение инструментами визуализации данных (power bi, data lens)  условия:  официальное трудоустройство согласно тк рф график работы 5/2 с 9:00 до 18:00 место работы недалеко от ст. м. красные ворота возможность профессионального и карьерного роста  уважаемый соискатель!если ваш опыт работы и квалификация соответствуют требованиям к вакансии, мы с вами свяжемся. отсутствие ответа более 10 дней означает, что, к сожалению, на данный момент мы не готовы сделать вам предложение о работе. при этом ваше резюме будет сохранено в нашей базе кандидатов, и в случае появления вакансий, соответствующих вашему опыту и квалификации, мы свяжемся с вами.      ",100000,2024-02-19,москва,ГКУ города Москвы Центр занятости населения города Москвы,microsoft excel;microsoft sql server;microsoft power bi,"1-3",полный день,402
аналитик данных / разработчик ms ssas / ms power bi,"опыт работы от 3 лет, полная занятость о нас:imma - сеть медицинских клиник для взрослых и детей в москве. работаем более 20 лет. применяем новейшие диагностические, лечебные и информационные технологии. используем data driven подход, который позволяет принимать обоснованные решения для управления бизнесом. сейчас ищем аналитика данных, который обеспечит дальнейшее развитие процесса сбора, хранение и анализа данных. на данный момент используем sql server, analysis services, reporting services, power bi. что вас ждёт:  создание отчетов в power bi / reporting services на базе текущего data warehouse. получение регулярной обратной связи от пользователей с последующей адаптацией отчетов. моделирование процессов и ad-hoc запросы для помощи бизнесу принимать решения и разумно распределять ресурсы. участие в развитии текущего хранилища данных, процессов обработки данных и выборе новых технологий.  обязанности:  разработка аналитических отчётов с использованием ssas tabular и ms power bi. глубокий анализ и уточнение требований внутренних заказчиков. обработка и структурирование данных из различных источников: медицинские информационные системы, 1с, различные внутренние сервисы.  требования:  профессиональное владение sql. опыт создания отчётов с применением ms power bi. знание dax будет большим преимуществом.  условия работы:  удаленный или гибридный формат работы. полный рабочий день, 5 дней в неделю. оформление согласно тк рф. льготное медицинское обслуживание для вас и членов вашей семьи. ежегодные премии за стаж работы в нашей компании.     ",160000,2024-01-24,москва,ИММА Сеть медицинских клиник,"","3-6",удаленная работа,420
специалист по работе с базами данных,"если вы обладаете опытом работы с базами данных, готовы к решению сложных задач и хотите стать частью нашей дружной команды, для вас открыта вакансия специалиста по работе с базами данных. приветствуется высшее библиографическое образование, математический склад ума, желание устранить не только ошибку, но и причину ее возникновения, скрупулезный подход к выполнению задач.​​​​​​​​​​​​​​ обязанности:  выверка некорректных данных и исправление ошибок взаимодействие с другими отделами для решения различных проблем сбор и нормализация данных автоматизация рутинных процессов общение с клиентами по телефону или почте ведение различных нормативных реестров в базе данных  требования:  знание sql на базовом уровне знание microsoft access на уверенном уровне  условия:  офис у м. калужская (10 минут пешком) официальное оформление по тк рф с первого рабочего дня стабильная «белая» заработная плата, полный рабочий день график работы 5/2 дмс ежегодная индексация заработной платы личностное развитие и профессиональный рост, з/п: 75 000 руб. ",75000,2024-02-22,москва,НАУЧНАЯ ЭЛЕКТРОННАЯ БИБЛИОТЕКА,microsoft access;sql;управление базами данных,"1-3",полный день,429
data analyst / аналитик данных,"в крупную международную компанию, которая разнимается разработкой it-решений для b2b сегмента, ищем талантливого и проактивного сотрудника на должность data analyst. чем предстоит заниматься:   сбор, обработка и анализ больших объемов данных (из mysql, clickhouse, mongodb, google analytics, ya.metrica).   написание и оптимизация запросов в базы данных, работа с разными источниками данных.   выявление тенденций и закономерностей в массивах информации, формулирование и проверка гипотез.   проведение и анализ a/b тестов, интерпретация результатов и формулирование дальнейших действий для улучшения ключевых показателей компании.   визуализация данных для наглядности и дальнейшей работы.   какой опыт, знания и качества нужны:   релевантный опыт в аналитике данных от 3 лет;   хорошее знание теории вероятностей, математической статистики и линейной алгебры;   опыт работы с google analytics и/или я.метрика (создание api для работы с данными из ga, настраивание и разметка событий и т.д.)   уверенное знание sql (оконные функции, оптимизация запросов);   знание python, включая библиотеки для анализа данных (numpy/pandas/scipy/statmodels/sklearn и другие);   опыт работы с bi-системами (power bi);   понимание основных продуктовых метрик (ltv, arpu, retention и т.д.);   знание методологии и практический опыт проведения a/b-тестирования;   умение качественно документировать результаты.   английский язык уровня b1.   soft skills: аналитическое мышление, коммуникативные навыки и работа в команде, саморазвитие.   будет большим плюсом:   опыт работы с apache airflow или аналогами   опыт работы с mongo db и clickhouse.   умение пользоваться gitlab, confluence, jira.   что предлагаем:  график работы 5/2, гибкое начало рабочего дня; удаленный формат работы; оплачиваемый отпуск 28 календарных дней; гибкий подход к управлению, постановке задач, процессам; перспективные проекты и продвинутые технологии; интересные задачи в дружной и большой команде; отсутствие ненужной бюрократии, возможность реализовывать свои идеи.nb: данная позиция предполагает выполнение небольшого тестового задания ",3000,2024-01-22,москва,STARTRIBE LTD,проведение a/b тестирования;управление проектами;confluence;управление проектами;clickhouse;gitlab;google analytics;mongodb;mysql;microsoft power bi;python;sql;знание английского языка;яндекс.метрика,"3-6",удаленная работа,449
web аналитик,"компания вэббанкир - финтех с 11 летней экспертизой на рынке рф.мы являемся аккредитованной it компанией, резидентом &quot;сколково&quot; и вторыми на рынке в рф в нашей отрасли.предпочитаем решать вопросы здесь и сейчас, готовы воплощать самые амбициозные идеи в жизнь.мы приглашаем к себе в команду web - аналитика.давай вместе станем первыми!   основные задачи будут такими:  ведение проектов по web/app-аналитике, построение графических отчетов в power bi; автоматизация аналитических отчетов и построение дашбордов; анализ эффективности маркетинговых кампаний, каналов продаж; визуализация и автоматизация отчетности по воронке продаж; анализ поведения пользователей на сайте и в мобильном приложении, поиск точек роста и проблемных участков в конверсионной воронке, формирование гипотез по улучшению пользовательского опыта; настройка сквозной аналитики, составление тз для разработчиков на установку кодов для отслеживания событий на сайте и мобильном приложении.  наши требования к кандидату:  продвинутые знания систем web-аналитики (google analytics, yandex metrica), обязательно знание систем мобильной аналитики (appmetrica, appsflyer); знание html, javascript, jquery на уровне, достаточном для работы с gtm и разработки технических заданий для команды it; умение интерпретировать полученные данные с точки зрения бизнеса и поведения пользователей; опыт работы с power bi, желательно python, sql; опыт построения гипотез об улучшении пользовательского опыта; опыт построения сквозной аналитики.  мы предлагаем:  официальное трудоустройство в аккредитованную it компанию; возможность удаленной работы; работу в продуктовой команде, в устойчивой на рынке компании; возможность расширять профессиональные знания за счет компании; достойный уровень оплаты труда. ",200000,2024-02-16,москва,МФК ВЭББАНКИР,google analytics;javascript;microsoft power bi;microsoft power bi;веб-аналитика;научно-исследовательская работа;веб-аналитика;проведение маркетинговых исследований;яндекс.метрика,"3-6",удаленная работа,452
web аналитик,"компания вэббанкир - финтех с 11 летней экспертизой на рынке рф.мы являемся аккредитованной it компанией, резидентом &quot;сколково&quot; и вторыми на рынке в рф в нашей отрасли.предпочитаем решать вопросы здесь и сейчас, готовы воплощать самые амбициозные идеи в жизнь.мы приглашаем к себе в команду web - аналитика.давай вместе станем первыми!   основные задачи будут такими:  ведение проектов по web/app-аналитике, построение графических отчетов в power bi; автоматизация аналитических отчетов и построение дашбордов; анализ эффективности маркетинговых кампаний, каналов продаж; визуализация и автоматизация отчетности по воронке продаж; анализ поведения пользователей на сайте и в мобильном приложении, поиск точек роста и проблемных участков в конверсионной воронке, формирование гипотез по улучшению пользовательского опыта; настройка сквозной аналитики, составление тз для разработчиков на установку кодов для отслеживания событий на сайте и мобильном приложении.  наши требования к кандидату:  продвинутые знания систем web-аналитики (google analytics, yandex metrica), обязательно знание систем мобильной аналитики (appmetrica, appsflyer); знание html, javascript, jquery на уровне, достаточном для работы с gtm и разработки технических заданий для команды it; умение интерпретировать полученные данные с точки зрения бизнеса и поведения пользователей; опыт работы с power bi, желательно python, sql; опыт построения гипотез об улучшении пользовательского опыта; опыт построения сквозной аналитики.  мы предлагаем:  официальное трудоустройство в аккредитованную it компанию; возможность удаленной работы; работу в продуктовой команде, в устойчивой на рынке компании; возможность расширять профессиональные знания за счет компании; достойный уровень оплаты труда. ",200000,2024-02-16,санкт-петербург,МФК ВЭББАНКИР,google analytics;javascript;microsoft power bi;microsoft power bi;веб-аналитика;научно-исследовательская работа;веб-аналитика;проведение маркетинговых исследований;яндекс.метрика,"3-6",удаленная работа,453
лидер команды аналитики данных / team lead,"мы - крупная аккредитованная it-компания, которая занимается финансовыми технологиями. в связи с расширением штата, находимся сейчас в поисках опытного тимлида. требования к кандидату:- опыт работы с dwh не менее 2 лет в роли инженера/аналитика данных.- опыт работы с python, sql и инструментами потоковой обработки данных, промышленными субд, апи и брокерами сообщений.- глубокое понимание архитектуры dwh и умение работать со структурными аспектами этой системы.- опыт моделирования данных и создания маппингов для etl процессов.- опыт работы на проектах построения хранилищ данных от 3х лет.- опыт руководства командой аналитиков данных.   будет плюсом:- опыт работы в финтех отрасли- опыт построения архитектуры данных мы предлагаем: - удаленный/офисный/гибридный формат работы, ты сам выбираешь как тебе удобнее- выдаем всю необходимую для работы технику- дмс для тебя и членов твоей семьи- развитую систему ревью для повышения тебя по карьерной лестнице- официальное оформление в аккредитованную компанию- внешнее и внутреннее обучение за счет компанииприсоединяйтесь к нашей команде и станьте ключевым игроком в разработке нашей платформы!",350000,2024-02-19,москва,HR Prime,apache airflow;arenadatadb;проектирование баз данных;dwh;sap;sql,"0",полный день,201
аналитик dwh,"мы - крупная аккредитованная it-компания, которая занимается финансовыми технологиями. в связи с расширением штата, находимся сейчас в поисках опытного системного аналитика dwh. требования к кандидату:- опыт работы с dwh не менее 3 лет в роли системного аналитика/аналитика данных.- глубокое понимание архитектуры dwh и умение работать со структурными аспектами этой системы.- глубокие знания sql- опыт работы с uml/bpmn будет плюсом:- опыт работы в финтех отрасли- опыт работы с greenplum/arenadata/postgresql- опыт моделирования данных и создания маппингов для etl процессов.- умение разрабатывать витрины данных под bi-системы.- опыт работы на позиции data scientist/ml engineer мы предлагаем: - удаленный/офисный/гибридный формат работы, ты сам выбираешь как тебе удобнее- выдаем всю необходимую для работы технику- дмс для тебя и членов твоей семьи- развитую систему ревью для повышения тебя по карьерной лестнице- официальное оформление в аккредитованную компанию- внешнее и внутреннее обучение за счет компанииприсоединяйтесь к нашей команде и станьте ключевым игроком в разработке нашей платформы!",390000,2024-02-27,москва,HR Prime,arenadatadb;bpmn;проектирование баз данных;dwh;преподавание английского языка;etl;microsoft visio;postgresql;sap;sql;uml;управление базами данных;управление базами данных,"3-6",полный день,484
специалист-разработчик дашбордов и отчетов в devexpress,"обязанности:  разработка отчетов в devexpress reports;- разработка дашбордов в devexpress bi dashboard;- редактирование уже имеющихся отчетов и дашбордов при изменении бизнес логики;- разработка новых схем и таблиц в базе данных postgresql при создании нового отчета или дашборда;- написание sql запросов для наполнения шаблонов данными;- изучение логик создания отчетов;- изучение асу для понимания бизнес логик;- участие в ежедневных обсуждениях по текущим задачам.  требования:  знания и умения по: devexpress reportsdevexpress bi dashboardpostgresqlработа с базами данныхbi  условия:  удалённый режим работы , договор с самозанятым, ип, гпх ",150000,2024-02-27,москва,Городской информационный центр Инфосити,разработка bi;javascript;postgresql;microsoft power bi;анализ данных;аналитическое мышление;управление базами данных,"3-6",удаленная работа,486
аналитик-экономист (внедрение erp),"обязанности:  постановка технических задач на автоматизацию управленческого учета разработчикам 1с ерп (исправление ошибок, корректировка функций, формирование технических требований, helpdesk); участие в проектировании новых функциональных возможностей, отчетных форм, а также консалтинговых проектах; разработка сопроводительных материалов по работе с системой 1с: ерп (инструкции, пояснения, руководства, памятки); подготовка пользователей на обучающих семинарах и онлайн-вебинарах компании; подготовка сводных аналитических и презентационных материалов по запросам; анализ и описание существующих бизнес-процессов в рамках управленческого учета, бюджетирования, их реализация на базе 1c:ерп или разработка новых процессов с учетом возможностей по; методологическое сопровождение и поддержка работников различных структурных подразделений по ведению управленческого учета в автоматизированной системе 1с: ерп.  требования:  опыт внедрение и сопровождение bi продуктов; знание бухгалтерского и управленческого учета; знание структуры, состава и порядка формирования управленческой и бухгалтерской отчетности; работа с большими массивами данных; уверенное владение ms excel; умение и готовность к работе в команде и в условиях рамках многозадачности.  условия:  место работы: москва, ул. совхозная, д.1 стр. 1 (м. люблино); график работы: 5/2 с 9.00 до 18.00, по пятницам до 17.00; достойный уровень дохода обсуждается на собеседовании; дружный коллектив; возможность принимать участие в реализации амбициозных проектов. ",180000,2024-02-16,москва,Инстройтехком,"","3-6",полный день,498
промпт инженер / специалист по работе с нейросетью,"  удаленнная работа part time ищем промпт инженера/специалиста по работе с нейросетью. задачи : внедрение ии в различные направления ратты компании: дизайн, pr, поиск информации, аналитика, отчёты, подготовка документов. специалисты без опыта работы не интересуют! в сопроводительном письме напишите пожалуйста, какой у вас опыт в использовании нейросетей прямо по пунктам в формате - большой/есть/нет 1. написание текстов 2. дизайн 3. видео 4. поиск информации в интернете 5. подготовка договоров 6. другое. спасибо большое!  ",50000,2024-02-04,москва,Центр компетенций Умный город,веб-аналитика;анализ данных;управление базами данных,"1-3",удаленная работа,494
аналитик данных,необходим аналитик данных который поможет погрузить нашу компанию в big data работа может быть почасовой или сдельной. пока мы не понимаем как можно аналитика использовать на фулл тайм обязанности:  помочь разобраться с нашими данными которые влияют на доход.  показать какие инструменты нужно использовать помочь интегрировать бэк программистам некоторые наши продукты через апи в сервисы аналитики данных  основные данные - это финансовые транзакции(сотни тысяч записей) и интересует анализ интернет трафика например задачка: хочется видеть как изменилось количество ошибок с кодом 503 и успешных 200 ответов. как изменялась динамика по дням этих ошибок и по месяцам после того как был введен новый тариф с суммой 400 рублей и как он повлиял на другие платежи.​​​​​​ условия:  сдельная или почасовая оплата на ваших условиях. ,400000,2024-02-13,москва,Однокозов Антон,"","0",удаленная работа,295
старший аналитик товародвижения,"торгово -производственной компании на постоянную работу требуется старший аналитик товародвижения обязанности:  сопровождение товародвижения в используемом компанией софте: контроль потоков, сверки, анализ, доработка средств автоматизации совместно с it -отделом. своевременное пополнение складов амазон; постоянный анализ инструментов пополнения, скорости пополнения, поиск вариантов оптимизации. контроль над слабо оборачиваемым товаром прогнозирование продаж. прогнозирование потребности на 12 месяцев анализ используемого механизма пополнения амазона относительно предложенного амазоном, поиск возможных упущений выявление случаев утери товара, отсутствия возмещения, несоответствия оплат; запрос на возмещение. исполнение регламентных операций доработка логистических процессов компании, автоматизация процессов  требования:  высшее образование (экономическое, математическое) опыт работы от 5 лет в товародвижении профессиональный уровень владения ms excel: функции, сводные таблицы, графики. опыт формирования новых форм отчетности опыт постановки бизнес требований для ит при развитии или внедрении информационной системы. разговорный английский. ведение переговоров с англоговорящими коллегами аналитическое мышление, желание разбираться в процессах.  условия:  офисный формат работы, территориально м. калужская достойная и своевременная оплата труда (оклад, бонусы). обсуждается индивидуально в зависимости от квалификации работа в стабильной, крупной, динамично развивающейся компании. пакет социальных гарантий и официальное трудоустройство с первого рабочего дня. профессиональное развитие и карьерный рост. активная корпоративная жизнь компании. ",200000,2024-02-12,москва,Кадровое Агентство Уникальных Специалистов,"1с: предприятие;microsoft excel;информационная грамотность;статистическая обработка данных;знания в области логистики","0",полный день,390
